model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.076,0.337,0.337,0.360,0.448,0.471
KNN,No Upsampling,kNN,0.099,0.105,0.366,0.291,0.209,0.512
KNN,Random Oversampling,kNN_ROS,0.110,0.360,0.366,0.360,0.419,0.471
KNN,SMOTE,kNN_SMOTE,0.140,0.116,0.337,0.291,0.436,0.459
KNN,SVMSMOTE,kNN_SVMSMOTE,0,0.326,0.331,0.291,0.448,0.488
LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.331,0.453,0.442,0.442,0.419,0.448
LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.331,0.424,0.390,0.430,0.424,0.453
LinearSVM,No Upsampling,LinearSVMDual,0.331,0.407,0.395,0.430,0.430,0.442
LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.320,0.390,0.413,0.430,0.424,0.448
LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.331,0.413,0.465,0.430,0.419,0.448
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.314,0.448,0.430,0.488,0.442,0.535
LogisticRegression,No Upsampling,LogisticRegression,0.314,0.419,0.378,0.448,0.378,0.459
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.308,0.413,0.395,0.442,0.407,0.471
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.302,0.407,0.372,0.442,0.401,0.471
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.302,0.407,0.384,0.442,0.430,0.477
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.302,0.448,0.407,0.453,0.453,0.541
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.297,0.424,0.430,0.453,0.442,0.552
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.297,0.436,0.430,0.442,0.436,0.529
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.285,0.401,0.395,0.349,0.436,0.483
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.256,0.419,0.407,0.436,0.436,0.529
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.244,0.384,0.378,0.413,0.453,0.535
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.314,0.413,0.372,0.436,0.430,0.552
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.256,0.442,0.407,0.401,0.436,0.512
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.262,0.448,0.413,0.395,0.436,0.494
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.314,0.517,0.430,0.465,0.477,0.506
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.331,0.413,0.407,0.471,0.459,0.477
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.326,0.419,0.407,0.465,0.459,0.477
