model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.317,0.274,0.257,0.309,0.348,0.470
KNN,No Upsampling,kNN,0.365,0.287,0.257,0.283,0.270,0.396
KNN,Random Oversampling,kNN_ROS,0.213,0.135,0.161,**0.661**,0.313,0.400
KNN,SMOTE,kNN_SMOTE,0.100,0.235,0.161,0.348,0.283,0.465
KNN,SVMSMOTE,kNN_SVMSMOTE,0.357,0.343,0.257,0.296,0.161,0.443
LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.443,0.374,0.457,0.430,0.361,0.530
LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.404,0.387,0.383,0.426,0.365,0.461
LinearSVM,No Upsampling,LinearSVMDual,0.426,0.413,0.430,0.435,0.365,0.461
LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.409,0.409,0.409,0.448,0.361,0.452
LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.378,0.383,0.448,0.417,0.365,0.461
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.426,0.443,0.430,0.517,0.474,0.565
LogisticRegression,No Upsampling,LogisticRegression,0.370,0.370,0.370,0.435,0.361,0.457
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.374,0.370,0.396,0.422,0.370,0.465
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.365,0.370,0.370,0.422,0.365,0.448
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.430,0.426,0.383,0.400,0.365,0.461
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.374,0.422,0.439,0.461,0.430,0.522
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.348,0.374,0.404,0.422,0.422,0.465
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.400,0.361,0.400,0.409,0.417,0.452
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.200,0.365,0.391,0.417,0.400,0.426
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.257,0.378,0.391,0.409,0.422,0.470
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.287,0.439,0.474,0.452,0.457,0.465
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.291,0.435,0.465,0.417,0.452,0.443
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.348,0.439,0.452,0.422,0.426,0.452
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.300,0.326,0.396,0.435,0.426,0.430
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.291,0.413,0.426,0.413,0.461,0.474
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.404,0.409,0.435,0.448,0.409,0.509
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.422,0.417,0.452,0.426,0.400,0.465
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.404,0.374,0.413,0.448,0.383,0.461
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.396,0.383,0.400,0.478,0.413,0.461
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.435,0.304,0.391,0.413,0.365,0.465
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.561,0.452,0.361,0.422,0.470,0.396
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.535,0.365,0.439,0.435,0.443,0.370
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.387,0.387,0.357,0.370,0.452,0.370
NaiveBayes,No Upsampling,NaiveBayes,0.557,0.400,0.357,0.374,0.452,0.365
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.557,0.491,0.439,0.383,0.452,0.374
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.435,0.396,0.365,0.374,0.448,0.378
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.500,0.330,0.374,0.370,0.470,0.526
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.530,0.422,0.378,0.365,0.422,0.491
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.557,0.374,0.361,0.374,0.391,0.370
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.557,0.374,0.365,0.374,0.391,0.370
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.265,0.309,0.387,0.404,0.200,0.357
RandomForest,No Upsampling,RandomForest,0.478,0.526,0.565,0.509,0.522,0.509
RandomForest,Random Oversampling,RandomForest_ROS,0.087,0.322,0.204,0.343,0.143,0.335
RandomForest,SMOTE,RandomForest_SMOTE,0.248,0.265,0.304,0.361,0.257,0.339
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.209,0.300,0.352,0.352,0.235,0.352
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.400,0.413,0.391,0.422,0.404,0.465
RidgeClassifier,No Upsampling,RidgeClassifier,0.387,0.413,0.400,0.413,0.361,0.426
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.383,0.409,0.370,0.409,0.357,0.430
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.417,0.409,0.378,0.404,0.361,0.417
