run_uuid,model_name,runName,exp_id,train_recall_macro_std,train_recall_micro_mean,test_accuracy_mean,train_precision_micro_std,test_f1_macro_mean,test_recall_macro_std,test_recall_micro_std,test_recall_macro_mean,test_accuracy_std,test_f1_micro_mean,train_f1_micro_std,train_accuracy_std,train_f1_macro_mean,test_precision_macro_std,train_recall_micro_std,test_precision_micro_mean,test_precision_micro_std,train_f1_micro_mean,train_accuracy_mean,train_precision_macro_mean,test_recall_micro_mean,test_f1_macro_std,train_precision_macro_std,test_precision_macro_mean,train_recall_macro_mean,test_f1_micro_std,train_f1_macro_std,train_precision_micro_mean,min_df,multilabel_type,base_estimator_name,model_subtype,min_var,n_features,tfidf,language,corr_threshold,analysis_level,spacy_model_used,max_df,model_type,vectorizer_max_features,is_count_vectorizer,unit_of_analysis,n_gram_range_start,n_gram_range_end
0013220aba624a7ab4b780e397aa64a6,LogisticRegressionLasso_BorderlineSMOTE,ambitious-owl-5,180067501588453266,0.016064175980430404,0.983007733007733,0.06252326302729529,0.06918343740847298,0.3172767708545477,0.054554486808174756,0.05240140632529582,0.3272066869550428,0.021069816955902588,0.3919749382652887,0.040531792289874996,0.20188507000347963,0.9629434272348739,0.015877313115938,0.013056564175638464,0.4065144277270583,0.015141140814487069,0.9595529707094105,0.8053402239448751,0.9482079290538743,0.4024157331018574,0.03466424213144099,0.060210506965139396,0.32479573406265133,0.9838164847519185,0.027106222891791296,0.033247877729023864,0.9431031929469027,0.01,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()),
                ('model',
                 LogisticRegression(class_weight='balanced', max_iter=100000,
                                    penalty='l1', solver='liblinear'))])",BorderlineSMOTE,0.0,1809,True,ru,1.0,model_wide,ru_core_news_sm,0.675,LogisticRegressionLasso,10000,False,title_and_5_sentences,1,3
00229f1f310b476d9ba10b11df13ee5d,SVM_sigmoid_SMOTE,rogue-steed-565,437355588264913733,0.1325081948608625,0.7626594793797367,0.0621148676592225,0.17352291169435743,0.4028233483178068,0.0475817280379237,0.011729973028105248,0.4751844623190988,0.05441063202320745,0.4804523163577139,0.16368590749460787,0.23534170818543443,0.6130270721412223,0.06736774939623849,0.12323209512084418,0.4660321939279122,0.0814318229814631,0.6470618778324889,0.2162534915693678,0.5467336976630154,0.5350753012205886,0.0318871215561991,0.1967273483269789,0.38440509772098985,0.7694545179491793,0.04549993137359469,0.18627944737070343,0.5929292985471073,0.012131963198527447,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)), ('up', SMOTE()),
                ('model', SVC(kernel='sigmoid'))])",SMOTE,0.0,895,True,ru,0.9859306951609283,model_wide,ru_core_news_sm,0.7624151745566021,SVM,904,False,raw_text,1,3
002823f88a434f97919111e4dfd795ae,ComplementNaiveBayes_BorderlineSMOTE,welcoming-trout-746,648980409144303340,0.013847075441051966,0.9329222432920181,0.03705024813895782,0.02329852767392211,0.4204846081103528,0.03476909325064331,0.035070972526847294,0.5510137395892785,0.02047288559993823,0.4858054576331219,0.014691705498807453,0.043004041992360895,0.7604669813544654,0.017144222734050765,0.01589805141550457,0.41844514019453566,0.018372831095917922,0.7876583575977749,0.3007361482915411,0.6530852086536197,0.5995150942744267,0.013106517338684317,0.00936021817171056,0.35366644494152766,0.9356243269409866,0.01518914606269289,0.0065777827533829904,0.6917808570088768,0.024495872751119863,independent,"Pipeline(steps=[('up', BorderlineSMOTE()), ('model', ComplementNB())])",BorderlineSMOTE,0.0,343,True,ru,0.9832855672003316,model_wide,ru_core_news_sm,0.7112847606204636,NaiveBayes,346,False,raw_text,1,3
0057ff963a27467cb312eca44dd228e4,MLARAM,delicate-loon-739,155288745589842795,0.0553634314806863,0.30360839886563357,0.01546474358974359,0.025582116073781757,0.09744244232834454,0.051636364400075914,0.05624496655512451,0.21315192743764175,0.012561996978196198,0.1393233081049852,0.034162486538766544,0.0036868389691447952,0.10267420496856082,0.02094945183819996,0.055768004359626644,0.09293363326999515,0.025216594061006573,0.14740687364773322,0.013083635863346538,0.06830859695335496,0.2946461074736492,0.029421780176553093,0.021911672731964787,0.06424155052333018,0.21970984708671315,0.03414080443741307,0.030622011322271086,0.09940533354802754,0.02505633596201911,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', MLARAM(neurons=[]))])",Natively Multilabel,0.0,968,True,ru,1.0,model_wide,ru_core_news_sm,0.7722097171716313,Multi-label ARAM¶,984,False,title_and_first_sentence_each_paragraph,1,3
0061fc9701344497a4867b9004c97f0a,LogisticRegressionLasso_SVMSMOTE,sassy-shrew-929,155666060021310321,0.03753019600545962,0.9411706103828289,0.03125775434243176,0.10827907135963634,0.3319363844157464,0.07144169253890287,0.05439996130224995,0.3851853965801719,0.012556741205642334,0.3966782938647326,0.08453022361033796,0.3059552433549981,0.8700538550241159,0.021560940882481686,0.04596068114544562,0.37971531832258004,0.023234598606569103,0.8842633886259926,0.5705507741764837,0.8195430108991921,0.43456477678036975,0.036499835727360534,0.12930458567583372,0.30877722174413363,0.9534894170228975,0.03139927502354215,0.09509452637256008,0.8486846632695478,0.03223743110734492,independent,"Pipeline(steps=[('up', SVMSMOTE()),
                ('preproc', StandardScaler(with_mean=False)),
                ('model',
                 LogisticRegression(class_weight='balanced', max_iter=100000,
                                    penalty='l1', solver='liblinear'))])",SVMSMOTE,0.0,423,True,ru,1.0,model_wide,ru_core_news_sm,0.7609089111154963,LogisticRegressionLasso,426,False,title_and_first_sentence_each_paragraph,1,3
00627094bcb14acb9341aa32b743df8a,LogisticRegressionLasso_ROS,capable-turtle-71,500354717967213464,0.004851146930196214,0.9541166586182664,0.031425765095119934,0.06544607924609364,0.32166282501247395,0.015814361443024116,0.024972309424864433,0.4049925427756995,0.0006203904727254,0.40945726059440374,0.04340391325430274,0.15335513489733157,0.8709602149690113,0.014803876767422832,0.0107560674071842,0.3519281170408998,0.022227221703051112,0.8739744763430023,0.5188125709092565,0.800354211326009,0.5012683706951222,0.01271987694664841,0.07410740613888281,0.27266663546320485,0.9674757550533212,0.017647597183713302,0.04667577580083417,0.8127664218862769,0.02533988884389736,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', RandomOverSampler()),
                ('model',
                 LogisticRegression(class_weight='balanced', max_iter=100000,
                                    penalty='l1', solver='liblinear'))])",Random Oversampling,0.0,611,True,ru,0.9995289726405493,model_wide,ru_core_news_sm,0.5772011305680089,LogisticRegressionLasso,620,False,title_and_10_sentences,1,3
006284538d12497eb2248ec55b0fe8ff,LinearSVMDual_SMOTE,nebulous-elk-739,891259398160903165,0.02099571520559903,0.9670702317808427,0.005128205128205128,0.03414689119123109,0.3571481973788768,0.08344221050277577,0.05158909309673281,0.6065508231771476,0.007252377242938949,0.4313702935766488,0.02501413630549183,0.0719677532294838,0.6694463893857479,0.025662841275000813,0.02336978529897407,0.3534838728908096,0.02662132957028639,0.7321219831415835,0.12884678174918057,0.5411860486490744,0.643363932689096,0.01703612251417479,0.04895436425615705,0.28421985469076355,0.9723220004003679,0.012394991306675979,0.041815001556528134,0.6145250913468084,0.03223743110734492,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)), ('up', SMOTE()),
                ('model', LinearSVC(max_iter=50000))])",SMOTE,0.0,423,True,ru,1.0,model_wide,ru_core_news_sm,0.7609089111154963,LinearSVM,426,False,title_and_first_sentence_each_paragraph,1,3
00812de51756465392626454d5c2fc01,SVM_sigmoid,delicate-slug-478,117644835390179775,0.09825240124986748,0.7596447645483014,0.031017369727047148,0.14427991463640535,0.36206592006668675,0.1299924522201853,0.1036255744116738,0.5126680937399789,0.033121361538752565,0.42773657787558333,0.13147524566637991,0.06450736692560682,0.5510323233223725,0.04338099952976127,0.08913904668315423,0.4074387802487515,0.04371255342407245,0.5946180784021137,0.08902424018703088,0.4664428478608585,0.5321602126004287,0.019605900131080784,0.148735830600869,0.3325859681053998,0.7810630274669351,0.005086052568480369,0.148614262069177,0.525925199281458,0.031181426512323963,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', SVC(class_weight='balanced', kernel='sigmoid'))])",No Upsampling,0.0,212,True,ru,1.0,model_wide,ru_core_news_sm,0.776693290634626,SVM,213,False,title_and_first_sentence_each_paragraph,1,3
008276cdf69d40b28ce41dd8bb114283,RandomForest_BorderlineSMOTE,resilient-shrike-43,921341124010202568,0.005219766764220605,0.947777758147533,0.06251550868486352,0.015586859653501607,0.28185712963644954,0.024955910231815686,0.0353976215956064,0.29133244325060176,0.02511348241128467,0.35206078609556046,0.011147409455045023,0.0591773162062598,0.8236970085178514,0.041986874514154386,0.0037415329867507047,0.35933304816214967,0.018868940039163524,0.8386371031258039,0.45784102568574275,0.7299780989953671,0.366623177676955,0.022706044695223835,0.022551475073785517,0.3019982827640559,0.9647562995594109,0.023377245185623632,0.01598208360712398,0.763064009664178,0.015378997621938999,independent,"Pipeline(steps=[('up', BorderlineSMOTE()),
                ('model', RandomForestClassifier(n_jobs=-1))])",BorderlineSMOTE,0.0,718,True,ru,1.0,model_wide,ru_core_news_sm,0.7778222424855986,RandomForest,724,False,title_and_first_sentence_each_paragraph,1,3
00894af11e714ef596235b6033758e0d,RidgeClassifier_ROS,stately-worm-269,300722314103756851,0.0012025625530383344,0.9989281886387996,0.06813223738626965,0.012922618216916492,0.31794814212860456,0.034825638036270264,0.02819235755855305,0.27923062488736583,0.05300120387309053,0.39291059664231565,0.007367669589455632,0.03340661958361641,0.9962616106954237,0.08482231393051887,0.0015157701633151993,0.46305672353511057,0.06133082082550679,0.994790270871754,0.9763779527559056,0.9935248671273516,0.3557716974632237,0.047694484875590575,0.009157220726667241,0.4001617244452273,0.9991496598639457,0.0388846101894905,0.005286880855962167,0.9908623290281335,0.02533988884389736,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', RandomOverSampler()),
                ('model',
                 RidgeClassifier(class_weight='balanced', max_iter=100000))])",Random Oversampling,0.0,611,True,ru,0.9995289726405493,model_wide,ru_core_news_sm,0.5772011305680089,RidgeClassifier,620,False,title_and_10_sentences,1,3
