language,model_type,model_subtype,model_name,unit_of_analysis,run_uuid,runName,exp_id,train_recall_macro_std,train_recall_micro_mean,test_accuracy_mean,train_precision_micro_std,test_f1_macro_mean,test_recall_macro_std,test_recall_micro_std,test_recall_macro_mean,test_accuracy_std,test_f1_micro_mean,train_f1_micro_std,train_accuracy_std,train_f1_macro_mean,test_precision_macro_std,train_recall_micro_std,test_precision_micro_mean,test_precision_micro_std,train_f1_micro_mean,train_accuracy_mean,train_precision_macro_mean,test_recall_micro_mean,test_f1_macro_std,train_precision_macro_std,test_precision_macro_mean,train_recall_macro_mean,test_f1_micro_std,train_f1_macro_std,train_precision_micro_mean,min_df,multilabel_type,base_estimator_name,min_var,n_features,tfidf,corr_threshold,analysis_level,spacy_model_used,max_df,vectorizer_max_features,is_count_vectorizer,n_gram_range_start,n_gram_range_end
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_10_sentences,1cabf678dc0e4d218ae94bf35dca5bd6,luminous-bat-785,997171442558770500,0.0,1.0,0.0195070465293923,0.0,0.5220816300245913,0.052565721338284,0.0206437916696412,0.6726020511821488,0.0100356946908055,0.6451298667301618,0.0,0.0,1.0,0.0067129341014235,0.0,0.6081228839669625,0.0190624895470286,1.0,1.0,1.0,0.7225386370661285,0.010154921390458,0.0,0.4594336836680519,1.0,0.0112492871219539,0.0,1.0,0.0193921280989405,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,435,True,0.9725195165596278,model_wide,en_core_web_sm,0.7057911356979083,468,False,1,3
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_5_sentences,28573f716aad4ee686c3caf92d8c7a14,colorful-fox-87,238844306992039305,0.0667953229016778,0.9434986429805082,0.0058259511349773,0.1542323447828675,0.4980158188373527,0.0295926073423907,0.025290374863383,0.6665552187058245,0.0047200740551571,0.6281593990278201,0.1330145092280012,0.4575803412956935,0.8697903049738084,0.0147296329892477,0.0799049853894494,0.5952056092969107,0.0217960542978908,0.9059445385286796,0.6764418377321603,0.8405809222281944,0.7052368679430535,0.0156191309056907,0.2254526218858986,0.4380337618233691,0.9527685742246784,0.0178677757202787,0.1841443166585047,0.8909412631257329,0.01,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_first_paragraph,2e8a2ea004ae48959664f899dc127b43,brawny-snail-374,373535050547716540,0.1198783961499771,0.922279792746114,0.0116399046233494,0.1584758936760574,0.4828655622894578,0.0457983595718716,0.0244657872442073,0.6187453075924892,0.0047052727410323,0.6162059038538654,0.1456784780972842,0.446520997699423,0.8591946025145715,0.0195457052414701,0.1099129711688934,0.6080588573930129,0.019196422372176,0.8969897602644744,0.6842619745845552,0.8379603751421429,0.6736388843433517,0.01588429219742,0.22915863511583,0.4499285237313631,0.915233173164584,0.0148721292522131,0.1991289027792275,0.8879406209270614,0.003,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,title_and_first_sentence_each_paragraph,e82c772ffd1346edbfd23188d8f78854,resilient-worm-313,584385412083643425,0.0,1.0,0.0077183313169332,0.0,0.5216689553735488,0.0239749561345155,0.0083128014636695,0.7118485000358504,0.0072063819986326,0.6455730009611739,0.0,0.0,1.0,0.0081875232874941,0.0,0.6010238998645528,0.0062101181035199,1.0,1.0,1.0,0.7482408543791705,0.0093219895850811,0.0,0.4504458649747335,1.0,0.0088218237622891,0.0,1.0,0.0015937321256931,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,940,True,1.0,model_wide,en_core_web_sm,0.6720019541932849,965,False,1,3
en,KNN,No Upsampling,kNN,raw_text,24950097e8974eda8d06f75c4e7f0d9f,angry-pug-602,398472562506760423,0.0,1.0,0.1012368049087211,0.0,0.5159517625174597,0.0402367724071414,0.0253412785656016,0.4767156434128147,0.0310102489903292,0.6582221212782332,0.0,0.0,1.0,0.0630107164415963,0.0,0.71782306550234,0.0396693462189006,1.0,1.0,1.0,0.6416502118220331,0.0228328169295769,0.0,0.6527690756477088,1.0,0.0129083494373354,0.0,1.0,0.005944977683842,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,436,True,0.9877001167618314,model_wide,en_core_web_sm,0.4044585792125318,447,False,1,3
en,KNN,No Upsampling,kNN,title,6bfa196fd835483cb0ad49bba4b11892,valuable-penguin-705,527998136194800210,0.2361920629367485,0.8376171082210354,0.0581091099124954,0.0846196628455953,0.4361136450086962,0.0073104611713154,0.0044833463364283,0.396437752454881,0.0260642749954426,0.5712246827472932,0.1413669810038715,0.3590537652567419,0.8065743893529645,0.0329012905125608,0.1644945059924017,0.6264897984699243,0.0254606003156908,0.8622251450187153,0.6544017473522161,0.8969237774030304,0.5429322578592338,0.0091052679781158,0.1050418461563301,0.5228650923992906,0.7731383863582176,0.0109170053009388,0.2067860005034886,0.9139329211930888,0.0009125325579342,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,373,True,1.0,model_wide,en_core_web_sm,0.7324638229547363,410,False,1,3
en,KNN,No Upsampling,kNN,title_and_10_sentences,951d1a4cbdd14f2eb8cf9e70e9c182ae,zealous-cow-870,665328204599494959,0.0,1.0,0.0952636340328027,0.0,0.4801092962296476,0.0204625250989681,0.0177231488808505,0.4389399970028777,0.0114476143048994,0.6321200877389023,0.0,0.0,1.0,0.0252225448767768,0.0,0.6877524971266729,0.0159028665085951,1.0,1.0,1.0,0.6115226867761233,0.0237427143009318,0.0,0.5933465146438285,1.0,0.0169549388207613,0.0,1.0,0.0045492445427603,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,522,True,0.9708160802825612,model_wide,en_core_web_sm,0.5017466140093242,563,False,1,3
en,KNN,No Upsampling,kNN,title_and_5_sentences,b0263955f6bc4d7a810215dd87d26a1a,adorable-toad-711,238844306992039305,0.0,1.0,0.0798501712680624,0.0,0.4690695422724046,0.0109172354154884,0.00851239244285,0.4364911215646376,0.011519401252633,0.6135028503792683,0.0,0.0,1.0,0.0087303041504479,0.0,0.6496621361862386,0.023882742309515,1.0,1.0,1.0,0.5976947308132875,0.0070184544205278,0.0,0.5392508048554826,1.0,0.0134410327187911,0.0,1.0,0.01,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,KNN,No Upsampling,kNN,title_and_first_paragraph,3d2cc398c6ee471399dc48039b86a7b7,carefree-loon-738,373535050547716540,0.0,1.0,0.0486240091335896,0.0,0.4553052637329268,0.0251740224434295,0.0246726828133844,0.4192749501936711,0.0024270555065626,0.5890116470794834,0.0,0.0,1.0,0.008477438749634,0.0,0.6284525184852346,0.0046280215281926,1.0,1.0,1.0,0.5705517600320006,0.0191586664082008,0.0,0.5362530659515242,1.0,0.0167782334114707,0.0,1.0,0.003,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,KNN,No Upsampling,kNN,title_and_first_sentence_each_paragraph,60f50851d7094925bdf5dc078b1687b5,intrigued-hen-838,532660621658855932,0.2110573696489701,0.9040217123118678,0.1068459366953788,0.0857737081962131,0.5241571959031449,0.0137413818404483,0.0105889955769154,0.4920712742704365,0.0285859405073299,0.6495140397724534,0.121714255340828,0.3732528463741306,0.8717816282056333,0.1220960458754943,0.1357337961419032,0.6972086634773983,0.0708754030620869,0.9139350246814294,0.7360703812316715,0.9364133477054476,0.6387217267586683,0.0191068909594076,0.0899251060608582,0.6433321640021602,0.8507599027018173,0.0195833099889257,0.1813281603369893,0.9393488292869416,0.0135683016751995,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,959,True,1.0,model_wide,en_core_web_sm,0.5445727436679206,988,False,1,3
