language,model_type,model_subtype,unit_of_analysis,run_uuid,runName,model_name,exp_id,train_recall_macro_std,train_recall_micro_mean,test_accuracy_mean,train_precision_micro_std,test_f1_macro_mean,test_recall_macro_std,test_recall_micro_std,test_recall_macro_mean,test_accuracy_std,test_f1_micro_mean,train_f1_micro_std,train_accuracy_std,train_f1_macro_mean,test_precision_macro_std,train_recall_micro_std,test_precision_micro_mean,test_precision_micro_std,train_f1_micro_mean,train_accuracy_mean,train_precision_macro_mean,test_recall_micro_mean,test_f1_macro_std,train_precision_macro_std,test_precision_macro_mean,train_recall_macro_mean,test_f1_micro_std,train_f1_macro_std,train_precision_micro_mean,min_df,multilabel_type,base_estimator_name,min_var,n_features,tfidf,corr_threshold,analysis_level,spacy_model_used,max_df,vectorizer_max_features,is_count_vectorizer,n_gram_range_start,n_gram_range_end
en,Binary Relevance kNN,Natively Multilabel,raw_text,67513349f3b54fb78680a2f523707960,exultant-panda-927,BRkNNaClassifier,924343134918551631,0.0290712984201032,0.3479175002975718,0.0389788955430532,0.0815965938570179,0.2245143318325804,0.0412502384283499,0.0656185690818926,0.1880636975548912,0.0076237773351519,0.3343524857630773,0.0464313690243904,0.0109000474019109,0.2547062991450287,0.0288718464990393,0.0491838128740863,0.684369199187704,0.02349110637383,0.3912271490784361,0.0388736159607939,0.5388866706814658,0.302320610374734,0.0304927564530925,0.0626606511106933,0.5177147143931666,0.2111049708157935,0.0432871302280318,0.0272937241875049,0.723224925575486,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Binary Relevance kNN,Natively Multilabel,title,09b3c4bd01a546d1b00a19e146f5889d,traveling-stork-897,BRkNNaClassifier,549496431530847854,0.0533666647635082,0.41964426158054,0.0174650603342425,0.1097097350734096,0.1522935581636909,0.0235872040946907,0.0419375183084138,0.2069204998935511,0.0164280339123906,0.254448260165812,0.0802802943641056,0.0084632379585056,0.2266724746639822,0.0314316776632578,0.0780188391553596,0.2287005565985002,0.0600196074220331,0.3346973868050846,0.0233101169913748,0.2746492173928527,0.3392695776286841,0.0248429698686131,0.0607389612905,0.1363385320675214,0.2783728951715312,0.0453235537209811,0.0559406259383414,0.3872329884835357,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Binary Relevance kNN,Natively Multilabel,title_and_10_sentences,1b4a27ea36564df3a74b9b0448cf9f25,worried-ray-896,BRkNNaClassifier,348116889769027183,0.0229139884003639,0.3380715699357171,0.0038991688613742,0.0836396254149085,0.1515665943293344,0.0173236747819946,0.0305325819273066,0.1584462012656215,0.0027576944237825,0.2750007849278051,0.0421791297416138,0.0027250118504777,0.1935652830431872,0.028140871524564,0.0383934074337461,0.4318728978343855,0.0401417676720095,0.3363554894431428,0.0097184039901984,0.4283932422447078,0.294756859215622,0.0129302475710743,0.0500569378808822,0.2575614697787387,0.1876147961641582,0.021584780191586,0.0256982943880997,0.6393478409820004,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,6741,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Binary Relevance kNN,Natively Multilabel,title_and_5_sentences,bf1d20aefade47379cbfded9b02e49b2,nebulous-sheep-452,BRkNNaClassifier,372948600137923730,0.0948489325868716,0.3696695150046125,0.0097251199963516,0.0296844997096812,0.1638833828672041,0.0746791763435062,0.1281971499039635,0.1833094964145139,0.0072348445306389,0.2821673909345401,0.1141623945490855,0.0232625848123014,0.2076765073225169,0.0844235523768945,0.1569292056824004,0.4502108286471106,0.0828453599117669,0.3448419733715651,0.0290817925571007,0.5174325659781984,0.3173392016218476,0.0471988647582222,0.0178187102167378,0.3112868489798675,0.2203202346606645,0.089686158680426,0.0675753069916841,0.6559455455657334,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,5551,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Binary Relevance kNN,Natively Multilabel,title_and_first_paragraph,7bd6b8e0289f479bb7d777fb48776ad1,likeable-swan-805,BRkNNaClassifier,880223824707634919,0.0488214110744722,0.4698626605163623,0.0155622733538499,0.0536688550748154,0.1819546291268536,0.0359517522587215,0.0699193057523312,0.2571476984434226,0.0072333156580676,0.3142187365666518,0.0343793094259156,0.013583211997375,0.2188671760626484,0.0168879261198607,0.0732578382833678,0.4221718784691647,0.0299153412714084,0.3621841434428217,0.0272372354235497,0.2982082086395499,0.4280262368406698,0.0219719543224078,0.0372756075891437,0.2495522227732837,0.2891244128689536,0.0373003828551776,0.0298285603503459,0.4303768461972717,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,3927,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Binary Relevance kNN,Natively Multilabel,title_and_first_sentence_each_paragraph,dc2d67988a5244cca5125b8002bec6fa,colorful-worm-95,BRkNNaClassifier,322195161100739583,0.0434197826925823,0.4002161651877745,0.019370233586888,0.0218195918366595,0.2053563232867722,0.0415653606670883,0.0672660002542154,0.183241372408945,0.0151155922286071,0.3292743384372995,0.051616680495188,0.0146643221148286,0.2879653095096224,0.0129746205446482,0.0601943030906004,0.5665011695026738,0.0376946693064447,0.445690622843301,0.0379925829988574,0.5639868437180394,0.308193080783287,0.0290198505272591,0.030380102757595,0.4149365742329577,0.2482107888301346,0.0507119128817851,0.0320115317900746,0.7534981961477397,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', BRkNNaClassifier())])",0.0,8473,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,raw_text,cf5b8a5b6f864fd3a5dab56c5940803f,intelligent-bug-460,RakelD_ComplementNB,884317413988677087,0.0059349395217493,0.9866810384602912,0.089575291264414,0.0025464810532725,0.5333890019892625,0.0238439955905334,0.0212688495889779,0.5150167071723645,0.0082014136211647,0.6549901193249177,0.0013997634047912,0.0079269343369677,0.9806040968023784,0.0045181539106563,0.0046929951715542,0.6755444969992768,0.0083746138882283,0.9850190444576912,0.911517030495402,0.9769012606554512,0.6440851424571356,0.0166016440398607,0.0063486679904681,0.5667729271183674,0.9848985894873796,0.0146359610236536,0.0008909644475201,0.983603927341513,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,title,7e7ee003c7a542718debd4e3c77904be,polite-horse-503,RakelD_ComplementNB,656718854340234781,0.0053417618940992,0.9903838494620326,0.0310437448778003,0.00740091853979,0.4321582394637437,0.0133338923165907,0.0062956504882443,0.4503988597439072,0.0097145967359829,0.5529249693823427,0.0051639659225475,0.0090157087435695,0.9760150744754462,0.0131805599705214,0.0043373103272043,0.551787420057305,0.0159650107603742,0.986816339846626,0.9669317619491088,0.9681025281642048,0.5592492818051238,0.0096039569761177,0.0195011932184925,0.4208539605853498,0.9874866543785596,0.0039364204344824,0.0110571173685584,0.9842943523855,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,title_and_10_sentences,a2779250bf934ff3b3a521a03f22490b,serious-auk-326,RakelD_ComplementNB,720669024864400160,0.000334731887127,0.9980263281144722,0.0642542912466496,0.0010219954969934,0.4832418614467482,0.010994638822402,0.0122804585710282,0.4614646126376516,0.0053940724477506,0.6218504773124619,0.0004528347788425,0.0040974070834782,0.997194390479887,0.0115520208964947,0.0003457038992834,0.6439108925460182,0.0095491560564017,0.9979098174885592,0.9883407535655264,0.9958913543616358,0.6110296550846379,0.0071093845194493,0.0023550258767057,0.5294180306493971,0.9985663105571798,0.0081829607089139,0.0010924791698029,0.997823545553004,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,6741,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,title_and_5_sentences,106d69095c504d23aed03a7ff63013dc,ambitious-newt-131,RakelD_ComplementNB,168447413027746434,0.0004008541843461,0.9997532691833212,0.0798613734905833,0.0009096772797235,0.4953423286213403,0.0112196044629703,0.0057101710351496,0.4722761117618524,0.0156942192779675,0.6255193208934767,0.000458188570125,0.0036213227535295,0.9994061264261984,0.012298898542806,0.0003489300672028,0.646855424247554,0.0075067514526921,0.9993865150096736,0.9951464150622636,0.9991035084318666,0.6135368824887726,0.0113635375983407,0.0006691645989403,0.5347344200599645,0.999716553287982,0.0021385956205287,0.0004252567421338,0.9990276689036822,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,5551,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,title_and_first_paragraph,4427d88026b9481a85a8a3e6d0bcc1b3,colorful-lamb-629,RakelD_ComplementNB,812148710197792878,0.0001946506599573,0.999506352355125,0.0544611624910879,0.0012249762621459,0.4865515279554111,0.0305306127276524,0.0205747956590767,0.4739544842530263,0.0023935955126105,0.6206046420556127,0.0004530675136928,1.4437765647296885e-05,0.998601478281804,0.0186762590019295,0.0003490651139299,0.6285210809424175,0.0114170593153972,0.9991417994188606,0.9970816404491756,0.9975162628222768,0.6198682930598739,0.0257751737917763,0.0032282231981169,0.5112181369081571,0.9997247361922584,0.015416904394383,0.0015425977099683,0.9987913556300024,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,3927,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,ComplementNB,RakelD Partitioning of labels,title_and_first_sentence_each_paragraph,9b557924e3ee436e93eb372b4c19b8ed,persistent-toad-847,RakelD_ComplementNB,535583804234887184,0.0012834684749269,0.9970415915315082,0.0585427486091347,0.0015247320549471,0.5007449899377145,0.0229779153648777,0.0110196451572859,0.492109907969219,0.0178504817633828,0.6339491080576933,0.000942611307811,0.0062071111871648,0.9938070351891648,0.0188290674637802,0.0015923276248832,0.6452291954042964,0.0196344654397411,0.996128381189992,0.9737602893430752,0.9904141219328948,0.6317707594683539,0.0157610183747568,0.0047843517680303,0.5275968568050367,0.9976691599540608,0.0078963013115177,0.0022441819672952,0.9953700902557584,0.0,mutilabel,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', RakelD(base_classifier=ComplementNB()))])",0.0,8473,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,raw_text,a2c59ba8745447e9b39bf7d39e9aa1e7,beautiful-stoat-820,DummyUniformSampling,419828803563254199,0.0101131536212457,0.508894782047596,0.0,0.0104186372925681,0.3224838450956623,0.0133238133267259,0.0077280739507047,0.4921961911832162,0.0,0.4196122743704332,0.0072055107926818,0.0,0.3348418209526204,0.0093163309095936,0.0050542371706467,0.3977913949195055,0.0120005359472683,0.430548892742761,0.0,0.2905040640215837,0.4975037500681831,0.0092295975623466,0.0046079685182638,0.2798952305313534,0.5096276387781437,0.008720654906246,0.0036537056473279,0.4085877405267182,0.0,independent,DummyClassifier(strategy='uniform'),0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,title,e312abbd0542468892996a9ce76a42a6,wistful-bird-728,DummyUniformSampling,634160678512405128,0.0220489741462842,0.5054622541673179,0.0,0.0094676026066535,0.3215254278424701,0.0310045839245784,0.0358340924047027,0.4986074588745115,0.0,0.4155926745494581,0.0114611226388877,0.0,0.3267013452846667,0.00772914266782,0.0180049882159967,0.3902143816853211,0.0099208839322723,0.4212156150618694,0.0,0.2793843763374096,0.4971096292659866,0.0150358027509487,0.0068539008986061,0.2772643899987788,0.5024258530245017,0.0209995283299757,0.0098826474738543,0.3917440342468947,0.0,independent,DummyClassifier(strategy='uniform'),0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,title_and_10_sentences,c88865ca8af647c9bea17379e0160ee2,amazing-eel-264,DummyUniformSampling,825007860221435305,0.0078418607082162,0.5051782588179544,0.0,0.0044360268266022,0.3367440607418183,0.0177712638606539,0.0085402215330666,0.5120511102972896,0.0,0.434517374599433,0.0034325671778035,0.0013663899153363,0.328453777622094,0.0069111232800255,0.0023544567284262,0.4080321214755275,0.0081355651700533,0.4268268395331205,0.0009661835748792,0.2843828071160394,0.5192251904580084,0.0073032187692018,0.0024706107977776,0.2902138803332412,0.4967021144828937,0.0068923300757331,0.0020813364523225,0.4021073433176809,0.0,independent,DummyClassifier(strategy='uniform'),0.0,6741,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,title_and_5_sentences,bf001bbc6a6d4c2c9adaccfc48f32831,receptive-bug-592,DummyUniformSampling,793937712801907274,0.0114836111616404,0.4947990848440078,0.0,0.0045844927815936,0.3165246438765248,0.0160821798715952,0.0187901085454204,0.4896066833738228,0.0,0.4081926392449959,0.0055965439210397,0.0,0.3196495508657022,0.0087196883812186,0.0095452082106464,0.3902242501420505,0.0107972419730993,0.4165566975508946,0.0,0.2761021716079636,0.4816968717613047,0.0116535514190298,0.0024228578516993,0.2763015262441635,0.4910748261201058,0.0139214371415187,0.0040334463037346,0.3917941067873682,0.0,independent,DummyClassifier(strategy='uniform'),0.0,5551,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,title_and_first_paragraph,8716853043314a46b92759fa29fbd995,orderly-robin-760,DummyUniformSampling,811949425529365475,0.0164438898219585,0.508148181466982,0.0,0.0055314207506976,0.3369515780014485,0.0182755422941764,0.0094316865099648,0.5301709623388586,0.0,0.4306330547442027,0.0029464173294893,0.0,0.3277972454509225,0.0042152201970826,0.0021293099001859,0.4012997658458914,0.0055862500118458,0.4277265205141695,0.0,0.2829965118405911,0.519760109274714,0.0058596707482697,0.0028606868950111,0.2875318394832631,0.5013605570348635,0.0053172617948714,0.0024940478642047,0.4018266613562929,0.0,independent,DummyClassifier(strategy='uniform'),0.0,3927,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,Dummy Classifier,No Upsampling,title_and_first_sentence_each_paragraph,e109a52790e64be2a8ab3cf0efffd36d,thoughtful-squid-463,DummyUniformSampling,143496947661850801,0.0143291293243957,0.4807536089913245,0.0,0.0041598871695049,0.3344742626986899,0.0356263406212686,0.0229445695660883,0.5155881720607626,0.0,0.4286949791947292,0.0051672681622382,0.0,0.3139949240382098,0.0046148083677019,0.0079068360147215,0.4051762748065348,0.0054195710087548,0.4079896337177273,0.0,0.2738885289191167,0.5114091165293915,0.0103146516377147,0.0017301014840649,0.2888243744036001,0.4755808541918733,0.0093207083806811,0.0029974209672827,0.3886262514043371,0.0,independent,DummyClassifier(strategy='uniform'),0.0,8473,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,raw_text,60edd9f3b83e437f8d32e0fe03c41889,languid-sponge-407,kNN_BorderlineSMOTE,286667354915314343,0.0522967978023524,0.6428869516423873,0.0,0.0096909994041457,0.3002443525194133,0.0416660812969989,0.0303258723194055,0.7775211086185997,0.0,0.3309984024021186,0.0388641576216209,0.0027608026186658,0.3156473969676718,0.02341567139676,0.0399657336739277,0.4998545258531885,0.0509027010735298,0.3538435834349171,0.0039043519518901,0.3777755481481335,0.6239348669975818,0.0224957234582257,0.0073722291892376,0.3385754190324191,0.7952562276252054,0.0336730163114619,0.0255564396964523,0.5764950951191642,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,title,d7b1523d74b94d6bb2f11d1ab4ea2cd9,blushing-snail-963,kNN_BorderlineSMOTE,765519911872396495,0.0152818191628451,0.7771893723488926,0.0,0.0599057489046533,0.3460965675613477,0.0134843786485569,0.0281854267699434,0.7482714045203512,0.0,0.4131461940350283,0.02534246853132,0.0,0.4020892368503027,0.0026715391407996,0.0223114372390841,0.3576010679329184,0.0155717732283759,0.4854315665802897,0.0,0.3877490991211141,0.7270165821196749,0.0101684152985074,0.0461960168977789,0.3099297508222413,0.789148949252529,0.0178797382468489,0.0056588334846934,0.4674854757439416,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,title_and_10_sentences,d33fbc1978ae49358d453b4c8e51f419,gifted-squid-107,kNN_BorderlineSMOTE,621727291455749201,0.0563376362376006,0.5964892131649443,0.0,0.0014556135993954,0.2715521721079592,0.0557356091322736,0.0109984188222105,0.7169587811363614,0.0,0.2912667762354234,0.0028130795113427,0.0027648358990676,0.2812823063602024,0.0391458701091981,0.0146588746148379,0.452411097310788,0.0760594717362449,0.3064108310153184,0.0019550342130987,0.3774999143464226,0.5849245213549338,0.0080034641690385,0.0045514832639009,0.3049640002904467,0.728455092637411,0.004797568280648,0.0073082932064152,0.5846632335507276,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,6741,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,title_and_5_sentences,382dcb8c8c014a2e956a5788cbdda033,chill-hog-388,kNN_BorderlineSMOTE,812901917925230317,0.0394231584237095,0.6078487730815763,0.0,0.0759038415461831,0.2691895400705419,0.0354087493869794,0.0123486068681331,0.7649844818564032,0.0,0.2794110943614272,0.0160756981196193,0.0,0.2827347453542072,0.0305791130874345,0.0216113436964088,0.3569679782845571,0.0714219635137688,0.3023716556992177,0.0,0.3533744906538624,0.5917900552737323,0.009793432429454,0.0345641439947143,0.2619367214358814,0.7781393219124646,0.0079567930704272,0.0119583615171229,0.5301455830858077,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,5551,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,title_and_first_paragraph,86d7aa9407da4f6daeb954c9ebc9647d,orderly-donkey-182,kNN_BorderlineSMOTE,621509032832549431,0.0543186721369529,0.7052694939090937,0.0,0.0411261102786441,0.3044089526901423,0.0400640303148859,0.0750844956518911,0.8180260203258256,0.0,0.3348306241525864,0.0810050463767267,0.0,0.342968619353396,0.036692939676976,0.098153356969731,0.3875521943883271,0.0796538821286606,0.3984627297355561,0.0,0.340697957728837,0.6525643875343188,0.0321297780407321,0.0215804668835941,0.2771603229249657,0.8514210646470929,0.0597397375796637,0.0450815051008774,0.4962235856229988,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,3927,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,BorderlineSMOTE,title_and_first_sentence_each_paragraph,01d9940d7dd24875a83a8889df39f11f,aged-deer-681,kNN_BorderlineSMOTE,127435620858494450,0.0286264890173763,0.649989145166033,0.0019723865877712,0.0082084419890441,0.2951800966858469,0.0377495503227277,0.0477684234698999,0.7958383376529784,0.0027893758626688,0.3142060700870112,0.0323500260907678,0.0013804013093329,0.327458221398674,0.0545097481184116,0.0430191308025211,0.4016016873485524,0.1105604616812355,0.3476543735391177,0.001952175975945,0.3957990372184429,0.629997363588429,0.0193344501235681,0.0150559578906172,0.2909564490018302,0.8137474109429563,0.0374629152464141,0.0126397921734026,0.5857547267745615,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', BorderlineSMOTE()), ('model', KNeighborsClassifier())])",0.0,8473,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,raw_text,194d753adbc145318e3960095835fa51,smiling-skunk-377,kNN,286667354915314343,0.0456038667155562,0.5791540159523807,0.0389436980273217,0.0265548696501114,0.3607064531180772,0.0460603868820768,0.0925558227222653,0.3177717316433995,0.0238870313561135,0.4955910401792562,0.0668657231091683,0.0262320460350274,0.5070746731000714,0.0102843775207189,0.0829194753663475,0.6603219366384563,0.0205930083720656,0.6395796471604962,0.1292634273146563,0.7965763945606154,0.4494803087328861,0.0348455954381477,0.0826657383521956,0.5033443715088011,0.4456682727137269,0.0610595048148909,0.0518946288030839,0.8676141826089635,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,title,f79bbd601dce46f6b67ae45c16625fd3,fortunate-lark-954,kNN,765519911872396495,0.1105500808961078,0.5500898703888984,0.0,0.0190319291520513,0.2121290341849757,0.0529171303434807,0.0933147716607525,0.3593488203226576,0.0,0.3442562662495471,0.0983892099216064,1.443776564727674e-05,0.2809099367278309,0.0764628783610849,0.1209717310303329,0.4205125580258755,0.0776498173900012,0.4019827841029999,0.0029183595508243,0.453436007784736,0.5166843715340278,0.0352579478697591,0.047469064384917,0.2993212365600898,0.4108295484521906,0.0642065673845515,0.1013693578654168,0.5401686539775981,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,title_and_10_sentences,e2c1bd9d140e43659b40dc8d793e6057,treasured-deer-824,kNN,621727291455749201,0.0390124735809504,0.4519137252708115,0.025206591520302,0.0008946658945522,0.2189524748424323,0.0352149181916397,0.0391941887917444,0.1958173915266721,0.0097659027676837,0.3460627442558348,0.0496408272427091,0.0252994070430272,0.3225500529796697,0.0885175651952379,0.0436279801256912,0.5484072149988094,0.044245776116914,0.4894105590248833,0.061296585848147,0.7310902634318132,0.3321262432044219,0.0405226865524851,0.0057859361362572,0.4332865582387279,0.2795680799314592,0.0385648727585096,0.0430812326413773,0.8431056117250518,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,6741,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,title_and_5_sentences,bd65620a2c654df7bca23b2c4e571970,marvelous-pig-977,kNN,812901917925230317,0.0726327642649874,0.5407518651042683,0.0155614779297656,0.0686907456275995,0.2599570459907991,0.08619372338253,0.1153903345625158,0.2641755618142364,0.0098663759147799,0.3829216697300424,0.0557312809477235,0.0089118541298982,0.4217564413359613,0.0342753873771384,0.1015522948033322,0.5373346676658461,0.042746557935004,0.5791635683793008,0.0729958476027716,0.741345239780345,0.3903936435207913,0.0388464293037539,0.0866530753775548,0.4301566934649277,0.3903248119800382,0.0629057447489686,0.0205883806483903,0.8671937292972535,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,5551,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,title_and_first_paragraph,e04eb79994954abe81d34ae02f5eb46f,sneaky-pig-513,kNN,621509032832549431,0.0390406689410336,0.608425398502558,0.0273157910505775,0.1215973321254257,0.2565966966638361,0.0286651157759574,0.0573529067350754,0.3313206013009459,0.0111434041654253,0.4006604236917951,0.0905543459709638,0.0373229768319333,0.3598742838357608,0.0709308624415033,0.0823801848170611,0.5141752974546829,0.0484418552205567,0.5005137307667408,0.0834794886688294,0.6088699062892786,0.5248153602792778,0.0165739731606407,0.1271898195402757,0.4306167611223127,0.418729123072159,0.045361711607263,0.0523888815785494,0.6622429257977209,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,3927,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,No Upsampling,title_and_first_sentence_each_paragraph,a205354a30a04086b03d9920c7e7172f,brawny-whale-786,kNN,127435620858494450,0.115073869194194,0.5867212484143232,0.0291625669183653,0.0301833414980921,0.2765261711904206,0.0946316160394956,0.1038715317165016,0.2723706269944193,0.0081596119150567,0.4098760078286323,0.0301704801161826,0.0137283986735051,0.4317351773167018,0.0546066460280057,0.0805861176401262,0.558385325835019,0.0603715071311682,0.6100211228099454,0.0992893676808934,0.6984725304896245,0.4081399434535173,0.056342266597217,0.0660038399742906,0.4470415707524673,0.4120996330581524,0.0572653172363927,0.0644275189470664,0.8257250877857113,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('model', KNeighborsClassifier())])",0.0,8473,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,Random Oversampling,raw_text,d3dc0c1160664f28aa91843d4743739d,masked-donkey-239,kNN_ROS,286667354915314343,0.0541089039654681,0.7698416907007819,0.0097019201272254,0.0235006054187408,0.4304171645743346,0.02598772946921,0.0821128110932489,0.5403655314924177,0.0026763703863358,0.5166496084806109,0.0522613365029378,0.010715410656484,0.712736407222348,0.0072548179872415,0.0887353417140816,0.6139210001540254,0.022545415433176,0.7203815383541511,0.0457048027580248,0.7059771312539014,0.56103504154621,0.0354085884698712,0.0024471768712971,0.4622285682877224,0.8624346391370107,0.0635554449965312,0.0466177784389118,0.7963772635001103,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', RandomOverSampler()),
                ('model', KNeighborsClassifier())])",0.0,9068,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
en,KNN,Random Oversampling,title,2519c53f516f46f88e8095a55d3a7086,youthful-shark-982,kNN_ROS,765519911872396495,0.037086290463791,0.7762407972164977,0.0,0.0176998593780994,0.2611621925568045,0.0448597012039366,0.086357106247157,0.3915183210540879,0.0,0.3771110594556792,0.056301668918841,0.0027489480481836,0.7137533479970797,0.0297307870929097,0.0789282416242873,0.4520838272186767,0.0459575778401171,0.6516898318965002,0.0038874013628571,0.7801859610582303,0.5368914434807907,0.0263318524260444,0.002246875316321,0.3435988724482706,0.8302272476812845,0.055882018892441,0.0281973867954141,0.7507449105768137,0.0,independent,"Pipeline(steps=[('preproc', StandardScaler(with_mean=False)),
                ('up', RandomOverSampler()),
                ('model', KNeighborsClassifier())])",0.0,1272,True,1.0,model_wide,en_core_web_sm,1.0,10000,False,1,3
