model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
KNN,SVMSMOTE,kNN_SVMSMOTE,0.34 $\pm$ 0.02,0,0.30 $\pm$ 0.04,0.32 $\pm$ 0.02,0,0.31 $\pm$ 0.04
LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0.49 $\pm$ 0.02,0.56 $\pm$ 0.03
LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.42 $\pm$ 0.01,0,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0,0.56 $\pm$ 0.03
LinearSVM,No Upsampling,LinearSVM,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0.49 $\pm$ 0.02,0.56 $\pm$ 0.03
LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.41 $\pm$ 0.00,0.48 $\pm$ 0.01,0.46 $\pm$ 0.02,0.51 $\pm$ 0.04,0.52 $\pm$ 0.02,0.52 $\pm$ 0.02
LinearSVM,Random Oversampling,LinearSVM_ROS,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0.49 $\pm$ 0.02,0.56 $\pm$ 0.03
LinearSVM,SMOTE,LinearSVM_SMOTE,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0.49 $\pm$ 0.02,0.56 $\pm$ 0.03
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.42 $\pm$ 0.01,0.47 $\pm$ 0.02,0.47 $\pm$ 0.02,0.55 $\pm$ 0.06,0.49 $\pm$ 0.01,0.56 $\pm$ 0.03
LogisticRegression,No Upsampling,LogisticRegression,0.42 $\pm$ 0.01,0.46 $\pm$ 0.01,0.47 $\pm$ 0.02,0.54 $\pm$ 0.05,0.46 $\pm$ 0.02,0.57 $\pm$ 0.02
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.42 $\pm$ 0.01,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02,0.54 $\pm$ 0.06,0.50 $\pm$ 0.02,0.56 $\pm$ 0.02
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.42 $\pm$ 0.01,0.47 $\pm$ 0.02,0.47 $\pm$ 0.02,0.56 $\pm$ 0.06,0.50 $\pm$ 0.02,0.57 $\pm$ 0.03
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.03,0.47 $\pm$ 0.02,0.51 $\pm$ 0.02,0.49 $\pm$ 0.02,0.55 $\pm$ 0.04
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.43 $\pm$ 0.01,0.49 $\pm$ 0.02,0.49 $\pm$ 0.03,0.57 $\pm$ 0.05,0.52 $\pm$ 0.03,0.55 $\pm$ 0.04
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.44 $\pm$ 0.01,0.52 $\pm$ 0.02,0.50 $\pm$ 0.03,0.59 $\pm$ 0.04,0.53 $\pm$ 0.02,0.56 $\pm$ 0.04
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.43 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.03,0.57 $\pm$ 0.04,0.50 $\pm$ 0.01,0.55 $\pm$ 0.03
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.43 $\pm$ 0.01,0.48 $\pm$ 0.02,0.49 $\pm$ 0.03,0.58 $\pm$ 0.05,0.51 $\pm$ 0.02,0.54 $\pm$ 0.03
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.44 $\pm$ 0.01,0.49 $\pm$ 0.03,0.48 $\pm$ 0.02,0.56 $\pm$ 0.05,0.52 $\pm$ 0.01,0.56 $\pm$ 0.03
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.46 $\pm$ 0.01,0.45 $\pm$ 0.03,0.43 $\pm$ 0.04,0.51 $\pm$ 0.03,0.47 $\pm$ 0.03,0.51 $\pm$ 0.03
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.46 $\pm$ 0.02,0.45 $\pm$ 0.02,0.45 $\pm$ 0.05,0.52 $\pm$ 0.04,0.48 $\pm$ 0.02,0.51 $\pm$ 0.04
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.46 $\pm$ 0.01,0.45 $\pm$ 0.02,0.45 $\pm$ 0.05,0.51 $\pm$ 0.04,0.47 $\pm$ 0.03,0.51 $\pm$ 0.03
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.45 $\pm$ 0.01,0.45 $\pm$ 0.02,0.44 $\pm$ 0.04,0.50 $\pm$ 0.04,0.49 $\pm$ 0.03,0.51 $\pm$ 0.03
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.45 $\pm$ 0.02,0.45 $\pm$ 0.02,0.45 $\pm$ 0.04,0.50 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.45 $\pm$ 0.01,0.51 $\pm$ 0.03,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.57 $\pm$ 0.04,**0.62 $\pm$ 0.08**
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.46 $\pm$ 0.01,0.52 $\pm$ 0.02,0.51 $\pm$ 0.04,0.59 $\pm$ 0.08,0.55 $\pm$ 0.02,**0.62 $\pm$ 0.06**
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.46 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03,0.59 $\pm$ 0.05,0.53 $\pm$ 0.05,0.58 $\pm$ 0.04
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.45 $\pm$ 0.02,0.51 $\pm$ 0.03,0.50 $\pm$ 0.02,0.59 $\pm$ 0.07,0.56 $\pm$ 0.05,0.60 $\pm$ 0.07
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.45 $\pm$ 0.01,0.52 $\pm$ 0.03,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.57 $\pm$ 0.06,0.61 $\pm$ 0.07
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.43 $\pm$ 0.01,0.48 $\pm$ 0.02,0.49 $\pm$ 0.03,0.58 $\pm$ 0.09,0.54 $\pm$ 0.03,0.61 $\pm$ 0.05
Multi-label ARAM,Natively Multilabel,MLARAM,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.01,0.06 $\pm$ 0.00
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.39 $\pm$ 0.01,0.40 $\pm$ 0.03,0.39 $\pm$ 0.02,0.39 $\pm$ 0.02,0.38 $\pm$ 0.02,0.40 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.41 $\pm$ 0.00,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.02,0.51 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.40 $\pm$ 0.01,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02,0.58 $\pm$ 0.00,0.58 $\pm$ 0.02,0.58 $\pm$ 0.02
NaiveBayes,No Upsampling,NaiveBayes,0.12 $\pm$ 0.05,0.27 $\pm$ 0.02,0.30 $\pm$ 0.05,0.42 $\pm$ 0.11,0.40 $\pm$ 0.08,0.44 $\pm$ 0.06
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.41 $\pm$ 0.01,0.46 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.01,0.48 $\pm$ 0.01,0.51 $\pm$ 0.03
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.41 $\pm$ 0.01,0.46 $\pm$ 0.01,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.47 $\pm$ 0.02,0.51 $\pm$ 0.02
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.48 $\pm$ 0.02,0.53 $\pm$ 0.02,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.02,0.52 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.03
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.50 $\pm$ 0.05,0.51 $\pm$ 0.02,0.57 $\pm$ 0.04,0.52 $\pm$ 0.03,0.57 $\pm$ 0.06,0.61 $\pm$ 0.07
RandomForest,No Upsampling,RandomForest,0.44 $\pm$ 0.01,0.53 $\pm$ 0.03,0.53 $\pm$ 0.09,0.56 $\pm$ 0.09,0.52 $\pm$ 0.02,0.59 $\pm$ 0.03
RandomForest,Random Oversampling,RandomForest_ROS,0.47 $\pm$ 0.03,0.55 $\pm$ 0.03,0.49 $\pm$ 0.04,0.55 $\pm$ 0.04,0.57 $\pm$ 0.04,**0.62 $\pm$ 0.06**
RandomForest,SMOTE,RandomForest_SMOTE,0.51 $\pm$ 0.04,0.49 $\pm$ 0.01,0.49 $\pm$ 0.00,0.54 $\pm$ 0.07,0.60 $\pm$ 0.04,0.59 $\pm$ 0.05
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.52 $\pm$ 0.02,0.51 $\pm$ 0.03,0.48 $\pm$ 0.06,0.52 $\pm$ 0.06,0.57 $\pm$ 0.07,**0.62 $\pm$ 0.02**
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.44 $\pm$ 0.02,0.51 $\pm$ 0.03,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.56 $\pm$ 0.05,0.60 $\pm$ 0.07
RidgeClassifier,No Upsampling,RidgeClassifier,0.44 $\pm$ 0.02,0.51 $\pm$ 0.04,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.56 $\pm$ 0.05,0.60 $\pm$ 0.07
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.44 $\pm$ 0.02,0.51 $\pm$ 0.04,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.56 $\pm$ 0.05,0.60 $\pm$ 0.07
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.44 $\pm$ 0.02,0.51 $\pm$ 0.04,0.50 $\pm$ 0.03,0.60 $\pm$ 0.07,0.56 $\pm$ 0.05,0.60 $\pm$ 0.07
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.42 $\pm$ 0.01,0.46 $\pm$ 0.04,0.47 $\pm$ 0.01,0.56 $\pm$ 0.07,0.51 $\pm$ 0.02,0.59 $\pm$ 0.05
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.44 $\pm$ 0.04,0.42 $\pm$ 0.07,0.22 $\pm$ 0.06,0.25 $\pm$ 0.06,0.21 $\pm$ 0.06,0.29 $\pm$ 0.13
SVM,No Upsampling,SVM_rbf,0.28 $\pm$ 0.03,0.23 $\pm$ 0.08,0.18 $\pm$ 0.07,0.23 $\pm$ 0.04,0.18 $\pm$ 0.05,0.24 $\pm$ 0.02
SVM,RakelD Partitioning of labels,RakelD_SVM,0.13 $\pm$ 0.05,0.12 $\pm$ 0.04,0.10 $\pm$ 0.03,0.13 $\pm$ 0.04,0.14 $\pm$ 0.03,0.14 $\pm$ 0.05
SVM,Random Oversampling,SVM_rbf_ROS,0.48 $\pm$ 0.04,0.35 $\pm$ 0.06,0.30 $\pm$ 0.04,0.33 $\pm$ 0.05,0.31 $\pm$ 0.03,0.31 $\pm$ 0.03
SVM,SMOTE,SVM_rbf_SMOTE,0.45 $\pm$ 0.03,0.39 $\pm$ 0.05,0.22 $\pm$ 0.06,0.24 $\pm$ 0.06,0.21 $\pm$ 0.07,0.25 $\pm$ 0.10
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.36 $\pm$ 0.03,0.43 $\pm$ 0.07,0.32 $\pm$ 0.02,0.26 $\pm$ 0.05,0.17 $\pm$ 0.03,0.17 $\pm$ 0.04
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.44 $\pm$ 0.03,0.44 $\pm$ 0.04,0.44 $\pm$ 0.02,0.47 $\pm$ 0.03,0.50 $\pm$ 0.05,0.53 $\pm$ 0.03
XGBoost,No Upsampling,XGBoost_narrow,0.43 $\pm$ 0.05,0.43 $\pm$ 0.03,0.43 $\pm$ 0.02,0.46 $\pm$ 0.02,0.51 $\pm$ 0.05,0.55 $\pm$ 0.03
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.42 $\pm$ 0.03,0.42 $\pm$ 0.04,0.45 $\pm$ 0.02,0.49 $\pm$ 0.04,0.48 $\pm$ 0.05,0.55 $\pm$ 0.04
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.43 $\pm$ 0.02,0.43 $\pm$ 0.04,0.46 $\pm$ 0.02,0.50 $\pm$ 0.03,0.52 $\pm$ 0.05,0.54 $\pm$ 0.04
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.43 $\pm$ 0.05,0.44 $\pm$ 0.03,0.45 $\pm$ 0.03,0.49 $\pm$ 0.04,0.52 $\pm$ 0.07,0.57 $\pm$ 0.03
