model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
Binary Relevance kNN,Natively Multilabel,0.50 $\pm$ 0.17,0.47 $\pm$ 0.07,0.46 $\pm$ 0.07,0.37 $\pm$ 0.06,0.46 $\pm$ 0.04,0.54 $\pm$ 0.04
ComplementNB,RakelD Partitioning of labels,0.56 $\pm$ 0.02,0.61 $\pm$ 0.04,0.62 $\pm$ 0.03,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.70 $\pm$ 0.01
KNN,BorderlineSMOTE,0.58 $\pm$ 0.04,0.57 $\pm$ 0.02,0.57 $\pm$ 0.04,0.68 $\pm$ 0.02,0.78 $\pm$ 0.04,0.84 $\pm$ 0.03
KNN,No Upsampling,0.48 $\pm$ 0.00,0.50 $\pm$ 0.03,0.49 $\pm$ 0.02,0.49 $\pm$ 0.04,0.58 $\pm$ 0.01,0.64 $\pm$ 0.02
KNN,Random Oversampling,0.57 $\pm$ 0.04,0.59 $\pm$ 0.03,0.57 $\pm$ 0.01,0.64 $\pm$ 0.04,0.78 $\pm$ 0.03,0.86 $\pm$ 0.01
KNN,SMOTE,0.63 $\pm$ 0.02,0.57 $\pm$ 0.04,0.57 $\pm$ 0.01,0.66 $\pm$ 0.04,0.82 $\pm$ 0.02,0.84 $\pm$ 0.06
KNN,SVMSMOTE,0.50 $\pm$ 0.03,0.49 $\pm$ 0.04,0.52 $\pm$ 0.01,0.56 $\pm$ 0.03,0.77 $\pm$ 0.05,0.82 $\pm$ 0.02
LinearSVM,BorderlineSMOTE,0.50 $\pm$ 0.02,0.60 $\pm$ 0.05,0.58 $\pm$ 0.02,0.68 $\pm$ 0.03,0.81 $\pm$ 0.01,0.80 $\pm$ 0.05
LinearSVM,No Upsampling,0.51 $\pm$ 0.03,0.62 $\pm$ 0.04,0.57 $\pm$ 0.02,0.69 $\pm$ 0.01,0.80 $\pm$ 0.02,0.83 $\pm$ 0.02
LinearSVM,RakelD Partitioning of labels,0.52 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.01,0.69 $\pm$ 0.01,0.82 $\pm$ 0.01,0.86 $\pm$ 0.02
LinearSVM,Random Oversampling,0.52 $\pm$ 0.02,0.60 $\pm$ 0.05,0.57 $\pm$ 0.03,0.66 $\pm$ 0.03,0.79 $\pm$ 0.02,0.84 $\pm$ 0.01
LinearSVM,SMOTE,0.52 $\pm$ 0.02,0.58 $\pm$ 0.06,0.57 $\pm$ 0.03,0.65 $\pm$ 0.02,0.80 $\pm$ 0.02,0.87 $\pm$ 0.03
LogisticRegression,BorderlineSMOTE,0.51 $\pm$ 0.01,0.53 $\pm$ 0.03,0.51 $\pm$ 0.00,0.59 $\pm$ 0.02,0.63 $\pm$ 0.02,0.72 $\pm$ 0.01
LogisticRegression,No Upsampling,0.51 $\pm$ 0.02,0.51 $\pm$ 0.03,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02,0.60 $\pm$ 0.02,0.63 $\pm$ 0.02
LogisticRegression,Random Oversampling,0.48 $\pm$ 0.01,0.50 $\pm$ 0.03,0.48 $\pm$ 0.01,0.52 $\pm$ 0.03,0.60 $\pm$ 0.03,0.64 $\pm$ 0.02
LogisticRegression,SMOTE,0.49 $\pm$ 0.01,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.53 $\pm$ 0.03,0.61 $\pm$ 0.03,0.62 $\pm$ 0.02
LogisticRegression,SVMSMOTE,0.52 $\pm$ 0.01,0.49 $\pm$ 0.02,0.48 $\pm$ 0.02,0.51 $\pm$ 0.04,0.60 $\pm$ 0.02,0.62 $\pm$ 0.01
LogisticRegressionElasticNet,BorderlineSMOTE,0.49 $\pm$ 0.02,0.56 $\pm$ 0.02,0.55 $\pm$ 0.02,0.60 $\pm$ 0.00,0.65 $\pm$ 0.01,0.72 $\pm$ 0.03
LogisticRegressionElasticNet,No Upsampling,0.50 $\pm$ 0.01,0.55 $\pm$ 0.01,0.53 $\pm$ 0.01,0.56 $\pm$ 0.03,0.65 $\pm$ 0.03,0.74 $\pm$ 0.04
LogisticRegressionElasticNet,Random Oversampling,0.48 $\pm$ 0.03,0.53 $\pm$ 0.02,0.54 $\pm$ 0.01,0.58 $\pm$ 0.02,0.62 $\pm$ 0.01,0.67 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,0.48 $\pm$ 0.02,0.54 $\pm$ 0.01,0.51 $\pm$ 0.00,0.55 $\pm$ 0.04,0.62 $\pm$ 0.02,0.68 $\pm$ 0.02
LogisticRegressionElasticNet,SVMSMOTE,0.50 $\pm$ 0.01,0.53 $\pm$ 0.02,0.51 $\pm$ 0.01,0.58 $\pm$ 0.00,0.61 $\pm$ 0.02,0.67 $\pm$ 0.03
LogisticRegressionLasso,BorderlineSMOTE,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.02,0.54 $\pm$ 0.01,0.61 $\pm$ 0.01,0.66 $\pm$ 0.01
LogisticRegressionLasso,No Upsampling,0.53 $\pm$ 0.02,0.45 $\pm$ 0.02,0.47 $\pm$ 0.04,0.56 $\pm$ 0.01,0.62 $\pm$ 0.02,0.67 $\pm$ 0.01
LogisticRegressionLasso,Random Oversampling,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02,0.52 $\pm$ 0.01,0.54 $\pm$ 0.02,0.59 $\pm$ 0.02,0.65 $\pm$ 0.01
LogisticRegressionLasso,SMOTE,0.48 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.01,0.54 $\pm$ 0.03,0.60 $\pm$ 0.03,0.65 $\pm$ 0.01
LogisticRegressionLasso,SVMSMOTE,0.48 $\pm$ 0.03,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02,0.52 $\pm$ 0.03,0.57 $\pm$ 0.01,0.65 $\pm$ 0.03
LogisticRegressionRidge,BorderlineSMOTE,0.51 $\pm$ 0.02,0.60 $\pm$ 0.06,0.58 $\pm$ 0.01,0.67 $\pm$ 0.04,0.83 $\pm$ 0.03,0.85 $\pm$ 0.01
LogisticRegressionRidge,No Upsampling,0.51 $\pm$ 0.03,0.62 $\pm$ 0.04,0.60 $\pm$ 0.04,0.71 $\pm$ 0.01,0.80 $\pm$ 0.01,0.83 $\pm$ 0.03
LogisticRegressionRidge,RakelD Partitioning of labels,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.00,0.71 $\pm$ 0.01,0.81 $\pm$ 0.04,0.85 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,0.53 $\pm$ 0.01,0.64 $\pm$ 0.03,0.59 $\pm$ 0.03,0.71 $\pm$ 0.01,0.85 $\pm$ 0.03,0.84 $\pm$ 0.05
LogisticRegressionRidge,SMOTE,0.49 $\pm$ 0.01,0.59 $\pm$ 0.05,0.55 $\pm$ 0.01,0.68 $\pm$ 0.02,0.85 $\pm$ 0.02,0.86 $\pm$ 0.05
LogisticRegressionRidge,SVMSMOTE,0.49 $\pm$ 0.02,0.56 $\pm$ 0.05,0.51 $\pm$ 0.01,0.65 $\pm$ 0.03,0.81 $\pm$ 0.04,0.85 $\pm$ 0.00
Multi-label ARAM,Natively Multilabel,0.49 $\pm$ 0.27,0.42 $\pm$ 0.03,0.49 $\pm$ 0.15,0.31 $\pm$ 0.06,0.65 $\pm$ 0.13,0.75 $\pm$ 0.08
Multilabel k Nearest Neighbours,Natively Multilabel,0.52 $\pm$ 0.04,0.46 $\pm$ 0.01,0.55 $\pm$ 0.03,0.52 $\pm$ 0.06,0.55 $\pm$ 0.04,0.58 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,0.54 $\pm$ 0.01,0.61 $\pm$ 0.01,0.62 $\pm$ 0.01,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.75 $\pm$ 0.01
NaiveBayes,No Upsampling,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
NaiveBayes,Random Oversampling,0.60 $\pm$ 0.01,0.62 $\pm$ 0.02,0.62 $\pm$ 0.03,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02
NaiveBayes,SMOTE,0.57 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.03,0.66 $\pm$ 0.01,0.69 $\pm$ 0.02,0.74 $\pm$ 0.03
NaiveBayes,SVMSMOTE,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.00
RandomForest,BorderlineSMOTE,0.47 $\pm$ 0.04,0.58 $\pm$ 0.06,0.54 $\pm$ 0.01,0.55 $\pm$ 0.02,0.56 $\pm$ 0.05,0.59 $\pm$ 0.03
RandomForest,No Upsampling,0.44 $\pm$ 0.03,0.57 $\pm$ 0.08,0.54 $\pm$ 0.03,0.55 $\pm$ 0.02,0.56 $\pm$ 0.02,0.60 $\pm$ 0.03
RandomForest,Random Oversampling,0.41 $\pm$ 0.04,0.58 $\pm$ 0.06,0.56 $\pm$ 0.02,0.56 $\pm$ 0.00,0.55 $\pm$ 0.04,0.61 $\pm$ 0.03
RandomForest,SMOTE,0.40 $\pm$ 0.02,0.58 $\pm$ 0.03,0.54 $\pm$ 0.02,0.55 $\pm$ 0.02,0.54 $\pm$ 0.02,0.60 $\pm$ 0.03
RandomForest,SVMSMOTE,0.43 $\pm$ 0.03,0.62 $\pm$ 0.06,0.55 $\pm$ 0.01,0.54 $\pm$ 0.02,0.55 $\pm$ 0.03,0.61 $\pm$ 0.04
RidgeClassifier,BorderlineSMOTE,0.48 $\pm$ 0.02,0.49 $\pm$ 0.01,0.49 $\pm$ 0.01,0.54 $\pm$ 0.02,0.62 $\pm$ 0.01,0.66 $\pm$ 0.02
RidgeClassifier,No Upsampling,0.48 $\pm$ 0.01,0.50 $\pm$ 0.04,0.48 $\pm$ 0.02,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02
RidgeClassifier,Random Oversampling,0.52 $\pm$ 0.03,0.49 $\pm$ 0.01,0.47 $\pm$ 0.03,0.53 $\pm$ 0.02,0.61 $\pm$ 0.03,0.63 $\pm$ 0.02
RidgeClassifier,SMOTE,0.48 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.03,0.52 $\pm$ 0.02,0.60 $\pm$ 0.03,0.65 $\pm$ 0.04
RidgeClassifier,SVMSMOTE,0.50 $\pm$ 0.01,0.49 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.02,0.59 $\pm$ 0.02,0.64 $\pm$ 0.02
SVM,BorderlineSMOTE,0.53 $\pm$ 0.01,0.55 $\pm$ 0.01,0.60 $\pm$ 0.03,0.57 $\pm$ 0.01,0.65 $\pm$ 0.01,0.68 $\pm$ 0.03
SVM,No Upsampling,0.52 $\pm$ 0.03,0.56 $\pm$ 0.04,0.59 $\pm$ 0.04,0.63 $\pm$ 0.01,0.60 $\pm$ 0.02,0.63 $\pm$ 0.03
SVM,RakelD Partitioning of labels,0.54 $\pm$ 0.02,0.55 $\pm$ 0.01,0.56 $\pm$ 0.07,0.62 $\pm$ 0.03,0.64 $\pm$ 0.04,0.67 $\pm$ 0.01
SVM,Random Oversampling,0.48 $\pm$ 0.03,0.59 $\pm$ 0.01,0.57 $\pm$ 0.04,0.61 $\pm$ 0.01,0.67 $\pm$ 0.04,0.67 $\pm$ 0.02
SVM,SMOTE,0.51 $\pm$ 0.01,0.54 $\pm$ 0.03,0.60 $\pm$ 0.00,0.59 $\pm$ 0.03,0.65 $\pm$ 0.00,0.63 $\pm$ 0.02
